listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent
B0022252,117.4672,25,1978.2293,14.2576,3,26,5,4,1,4.7002,3885.7722
B0012063,91.7601,12,1109.9008,10.3306,3,26,9,2,1,6.4925,3771.279
B0001942,80.6062,17,2657.1395,15.8711,2,18,8,3,1,4.5389,3325.4968
B0010884,108.5052,32,1800.5723,16.9763,4,8,4,3,0,6.0064,3053.1173
B0022427,64.595,8,2473.6152,18.2517,2,14,3,5,1,5.3254,2794.2499
B0003635,127.1503,30,3301.6215,14.1642,3,25,8,1,1,6.7677,3712.791
B0009140,104.729,13,3474.1403,22.4516,3,12,7,3,0,2.5868,3343.7447
B0012130,67.3363,3,120.0,9.2078,2,1,11,3,0,5.6858,3627.7754
B0022489,62.655,15,3996.6667,22.5454,2,23,4,3,1,5.3209,2291.499
B0021637,83.6206,19,2216.8968,20.606,3,11,5,3,1,5.2629,2944.1321
B0018924,38.0105,26,2577.3299,17.6035,2,20,4,2,1,3.6448,1150.4944
B0002680,35.7375,30,1994.722,18.5563,1,6,5,3,0,4.2736,1269.995
B0015318,134.66,4,120.0,1.8141,4,14,10,5,1,6.207,5822.1782
B0020027,88.2155,16,449.3864,3.899,4,15,11,3,1,5.0687,4329.9072
B0003971,129.1545,21,2247.4456,14.6265,3,12,3,3,1,5.4869,3942.4355
B0008774,135.2721,30,3260.2076,14.847,3,11,3,1,1,5.4174,3432.163
B0009231,149.7411,30,2234.5766,12.4107,5,23,9,2,1,7.7241,4309.8086
B0007761,71.0841,21,575.8363,7.0773,2,1,15,1,0,4.4232,3133.3575
B0012087,114.1611,6,1700.2186,17.2518,3,25,9,3,1,2.9473,4205.7929
B0016638,109.134,21,1712.4429,14.406,3,11,5,3,1,6.4461,3478.5993
B0003025,127.6167,11,120.0,7.7248,3,18,11,2,1,5.809,5042.3291
B0001870,132.3528,0,2470.1328,20.7119,5,21,4,4,1,5.843,4218.5133
B0008746,91.4114,14,2566.1732,20.0846,2,3,6,4,0,7.0071,3323.4572
B0000171,127.9521,8,1340.6173,4.7513,5,8,10,1,1,6.1712,4543.0079
B0012516,148.2434,3,120.0,3.0105,4,11,11,2,0,5.0724,5652.1379
B0016411,119.789,2,2074.9847,13.8062,4,21,6,1,1,5.2156,4088.2461
B0011666,116.5294,0,1359.544,5.3753,3,28,13,4,1,6.1802,4891.5812
B0019406,151.2165,26,1725.3162,11.3865,5,28,9,3,1,6.6746,4782.7778
B0017327,131.2391,17,1854.3661,10.7242,4,23,8,3,1,5.914,4647.4671
B0021285,69.5269,2,463.7031,6.1607,2,23,15,5,1,4.8679,4006.0506
B0015330,119.0257,27,1272.0696,7.9468,4,9,8,1,0,5.738,3642.537
B0008625,141.235,10,136.1743,3.5095,5,18,11,3,1,5.5575,5718.4148
B0009525,78.8261,6,3016.3921,17.5091,3,23,8,5,1,5.1727,3695.9603
B0017808,51.6737,25,3801.6028,16.5189,1,2,6,1,0,5.7795,1777.3226
B0000067,146.9809,32,3335.2524,12.5558,4,4,5,2,0,5.7687,3723.6783
B0001612,37.4594,18,475.9468,8.8952,1,24,14,4,1,5.9874,2636.1041
B0000361,42.9165,31,3096.371,15.4453,2,5,6,3,0,4.8154,1539.4706
B0012937,110.16,6,2836.5784,21.0976,3,4,8,3,0,5.6834,3807.5898
B0001638,117.9308,23,120.0,5.1232,3,9,8,4,0,3.9505,4700.6534
B0010975,49.6453,14,1395.1927,18.7568,1,17,6,5,1,4.3023,2560.6305
B0007193,103.0487,21,1873.1695,8.6182,3,19,10,4,1,6.2841,4226.7585
B0011789,67.9494,23,1720.2291,10.3954,3,11,10,3,0,6.5473,2787.3422
B0016521,123.2456,15,1434.766,3.4124,4,5,14,3,1,6.5422,4814.9378
B0004629,68.571,20,2630.3038,17.3508,2,3,5,3,0,3.2917,2538.1433
B0016681,36.145,7,2227.6787,14.8454,2,10,9,3,1,4.1094,2191.8214
B0009761,138.5632,3,2014.0614,12.8422,4,20,5,3,1,5.5581,4394.9238
B0012752,111.3613,21,1334.7777,8.1145,3,3,8,4,1,6.335,4032.9786
B0002207,110.9285,10,1044.7341,1.5076,4,27,16,4,1,5.7476,4924.1585
B0002753,62.4007,25,2873.297,17.1482,1,1,5,3,0,3.9867,2290.4574
B0007543,48.8994,14,1991.1019,21.335,2,5,4,1,0,5.6722,1888.6605
B0012374,137.9707,26,4082.2234,15.4028,3,23,4,1,1,8.258,3698.3842
B0020793,119.2721,17,3129.0283,10.1448,4,25,5,3,1,6.9166,4344.6523
B0000545,124.0923,23,730.8319,10.9144,3,19,9,3,1,5.4378,4346.0162
B0009701,98.761,23,3654.0867,14.6167,3,5,11,3,1,7.1961,3510.7635
B0019934,97.2315,8,577.5771,5.7491,3,28,16,3,1,5.5816,4721.4173
B0013197,111.5775,27,788.6564,6.0261,4,1,8,1,0,7.1588,3986.1459
B0007558,78.0669,30,4332.9119,21.2948,2,7,4,3,0,6.6076,2328.2535
B0019256,114.4164,26,2017.4269,6.9086,4,17,15,3,0,7.2557,4011.8799
B0016088,135.6132,12,1186.2885,9.504,4,28,7,2,1,6.8505,4592.6389
B0014520,63.5172,10,466.9302,9.3776,1,4,12,4,0,5.167,3369.6408
B0005552,148.4809,9,3040.7004,9.8153,4,14,7,3,1,6.448,4755.2323
B0004193,97.0027,23,1557.9916,14.1784,4,25,9,2,1,5.3911,3883.5759
B0016063,154.8226,19,3229.9425,24.0307,5,10,2,2,0,6.1678,3902.28
B0012878,117.1262,15,3315.0234,15.082,3,2,11,2,0,5.9688,4129.9395
B0006840,55.066,2,1577.9914,9.0013,1,11,11,3,1,4.8243,3203.3426
B0012604,83.4014,7,1341.4743,2.7794,2,8,16,3,1,6.2935,3934.7736
B0002869,70.1751,1,4033.7634,22.1084,2,4,3,4,1,7.0774,2959.9182
B0011527,153.1731,25,666.5348,2.2666,5,9,13,2,0,5.4038,5159.1125
B0020173,100.2258,18,2040.1668,18.4846,2,9,9,2,1,7.732,3369.7716
B0010874,41.6997,20,2090.4737,6.4861,2,24,13,3,1,5.232,2524.144
B0002189,92.5014,7,120.0,3.5639,2,3,15,2,0,3.7738,4201.9204
B0002698,39.4863,2,2272.4826,9.5752,1,18,9,4,1,6.3587,2372.6706
B0019616,92.4052,32,120.0,3.5254,3,22,10,4,1,7.9607,4167.4047
B0020526,54.3305,26,2759.1342,22.6541,2,18,8,1,1,4.0392,2063.4776
B0012768,132.7232,30,1956.3249,12.856,4,22,9,2,1,5.3195,4146.9212
B0008741,57.0547,7,2441.3166,23.6937,2,2,5,3,1,5.8206,2160.8493
B0012508,51.9369,27,3452.9394,19.5176,1,8,5,3,0,4.7531,1640.9295
B0017749,124.6645,20,1303.9033,24.2986,4,2,3,3,0,4.8835,3603.7194
B0017806,114.4985,22,3135.7835,23.7024,3,2,7,1,0,5.8276,3150.9156
B0015833,87.4127,25,3583.2093,16.0527,3,10,6,4,1,6.3918,2948.4546
B0017796,149.7938,31,1716.9859,10.2907,5,17,7,2,1,5.2744,4157.9505
B0010213,81.3497,20,3110.356,19.2596,2,14,5,3,1,3.3852,2641.7771
B0010858,148.4438,5,1735.7576,6.0215,4,19,13,3,1,4.0326,5076.6213
B0006187,63.9246,29,718.4767,9.361,2,27,6,2,1,6.1266,2663.0425
B0018053,146.0952,12,3676.3478,24.7112,4,24,1,3,1,5.4728,4230.0295
B0019148,66.8044,10,2551.8754,17.5184,1,21,2,4,1,4.5557,2805.8907
B0013807,125.1984,16,1217.4617,12.6332,3,20,9,2,1,6.669,4495.4883
B0012032,149.1754,29,2671.2172,17.1699,5,6,7,3,1,6.6053,4273.7318
B0011757,143.9601,17,1601.5616,15.0287,5,9,7,5,1,5.8349,4756.9173
B0013307,102.4136,11,3526.0982,14.0139,3,8,11,3,0,5.1729,3815.0765
B0014583,39.0806,29,2160.6289,21.3071,2,27,4,2,1,5.1839,1502.9038
B0008979,40.6372,0,2373.5282,17.7937,1,22,5,3,1,3.5008,2042.169
B0002693,100.4007,21,1059.6233,11.2686,4,6,8,1,0,4.4305,3516.9936
B0020224,96.6941,19,522.5362,11.9183,3,10,9,2,0,5.5365,3922.4696
B0003288,45.4078,23,3007.5887,22.342,1,9,5,2,1,4.7593,1786.9204
B0000387,144.7885,4,2088.6723,15.8781,4,12,5,3,1,6.3395,4606.5451
B0018641,87.7134,19,1321.7303,5.7239,1,13,10,2,0,3.4464,3344.858
B0009664,111.1022,29,2143.8629,11.8513,4,12,6,2,1,5.9053,3382.9421
B0003200,111.0062,29,2780.1528,24.3009,4,12,1,1,0,3.7951,2562.2004
B0010053,41.6658,18,2861.3972,14.3865,1,5,9,2,1,4.3566,1963.6263
B0011564,45.3908,11,2942.7516,23.3327,1,21,1,2,1,4.1722,1660.2095
B0000857,145.9926,19,923.3456,3.1774,4,16,14,2,0,4.5859,4807.0859
B0001661,118.2193,15,120.0,1.6411,4,22,11,3,1,4.51,5251.0435
B0013999,42.3244,15,1766.8357,13.2548,1,4,5,4,0,5.1254,1955.1297
B0001017,116.7401,16,3044.6081,19.3935,4,25,3,2,1,6.5142,3739.1069
B0011401,60.1088,5,2536.8196,11.9271,2,7,7,3,1,3.897,2630.6241
B0009983,111.3895,31,2845.1989,11.8857,3,1,10,3,0,4.6915,3259.2972
B0009505,116.481,22,1031.6085,6.735,4,21,7,3,1,5.8246,4277.8301
B0019429,137.9159,6,1474.36,13.8681,5,9,6,2,1,8.6,4677.4958
B0007548,82.3092,3,1834.023,17.0679,2,9,6,4,1,4.1177,3122.594
B0002531,139.8015,23,1025.4537,13.9591,5,3,10,1,0,6.7009,4260.5651
B0008957,148.5315,0,4531.1944,19.3363,5,15,5,2,1,5.7111,4597.9185
B0001624,51.6228,11,2806.6731,21.1415,2,6,4,3,1,4.0036,2008.1168
B0015058,137.647,17,4656.4764,18.2933,5,12,3,3,1,7.2617,4103.0322
B0021847,152.0346,10,457.8347,1.6768,4,15,14,4,1,8.6,5954.3489
B0014509,61.0131,19,780.5792,5.6675,2,11,11,3,0,4.6241,2963.5633
B0012497,41.9499,2,2641.0708,20.5499,1,18,5,2,1,4.5351,2019.5007
B0009050,38.4868,11,2914.7176,20.933,1,27,6,2,1,5.0868,1948.2419
B0015913,98.8374,29,301.0649,7.4794,2,21,7,3,1,5.6136,3669.1337
B0014611,46.1975,0,1056.9531,11.6088,1,12,15,3,1,5.7691,2806.8881
B0010586,115.88,1,945.9305,5.3282,3,14,10,3,1,8.6,4597.6801
B0001578,79.8771,16,1562.1267,9.2393,3,27,5,1,1,5.2497,3289.9431
B0003965,69.3558,30,2725.2795,5.0885,3,16,12,1,1,5.0587,2823.2326
B0018030,64.2709,16,880.7295,10.9185,2,20,9,4,1,6.197,3316.2618
B0017589,99.9965,8,1548.2029,13.0122,3,17,10,2,1,6.7294,3951.5797
B0014844,93.3816,0,1638.3386,18.968,4,15,6,1,1,4.7438,3579.115
B0011227,94.9919,14,1715.694,8.116,3,16,14,3,0,6.2418,3898.8572
B0000443,114.5833,29,4232.1307,17.7053,4,25,5,1,1,6.613,3517.2775
B0006857,86.0568,21,1493.901,4.0938,4,10,8,2,1,6.2626,3720.0454
B0008159,120.664,3,1566.0791,12.6384,4,20,7,3,1,4.0781,4372.2953
B0021335,47.4793,7,473.8751,5.3759,2,27,13,3,1,4.2061,3083.968
B0016650,132.0624,8,1977.4272,15.7392,4,20,9,5,1,6.5312,4613.48
B0008261,74.776,22,1660.7994,8.7415,3,23,10,3,1,4.7591,3541.644
B0021963,38.0536,22,828.9153,3.3244,2,19,13,3,1,5.3132,2478.627
B0000609,128.1606,26,3148.3249,8.5899,3,10,6,2,1,3.6545,3926.3958
B0006957,115.2499,21,1873.1731,11.1811,3,3,6,3,0,6.508,3681.0881
B0004854,56.3125,5,2635.9415,18.9691,2,16,5,2,1,5.8568,2307.2062
B0021193,131.6043,21,1512.272,16.5569,4,24,7,1,1,5.0658,4156.1411
B0009538,92.5778,1,2106.632,14.9301,4,13,13,4,1,3.8882,3924.2489
B0006281,63.1848,29,2826.0046,23.9472,2,12,4,4,1,5.7907,2401.2616
B0003083,115.1697,8,2999.3531,19.5198,3,21,4,4,1,4.7998,4091.1507
B0009773,138.8857,7,4630.3464,21.8531,4,5,0,5,1,7.3517,4263.2793
B0015334,122.9435,7,2067.0373,10.1219,3,13,10,2,1,8.386,4549.4921
B0005341,81.2775,16,1749.7427,9.5318,4,19,13,4,1,6.745,3781.6526
B0018311,80.9715,14,3444.2235,24.6713,3,15,0,2,1,4.6784,2659.2127
B0022080,111.657,18,120.0,10.191,3,9,5,3,1,6.219,4529.0195
B0018166,51.2804,31,1994.5139,10.2833,3,5,11,3,0,5.567,2189.45
B0005821,37.3863,4,120.0,8.1135,1,4,13,4,0,5.8469,2735.2155
B0010956,99.1014,28,1275.6486,18.3052,3,2,5,1,0,5.4352,2942.0973
B0021310,113.5329,1,1583.6568,8.7486,3,26,10,5,1,6.6111,4684.5649
B0006586,145.6806,9,827.1768,7.3458,3,3,13,3,1,5.8262,5162.2514
B0020197,79.3917,24,593.1122,5.0076,2,28,10,3,1,3.8437,3720.5078
B0014176,144.9161,18,2368.4042,12.9238,4,23,8,5,1,5.9939,4715.616
B0003509,135.9006,7,1143.3281,16.3045,5,13,7,3,1,4.7688,4624.3491
B0013471,71.9666,4,1355.3777,15.0485,2,8,6,5,1,5.3389,3356.3526
B0009978,90.0419,22,1548.1809,15.5333,3,3,6,2,0,6.4961,3020.9751
B0019983,118.7527,24,120.0,2.5545,4,19,10,3,1,6.9916,5033.4613
B0013140,89.827,3,2755.2855,22.5867,3,2,7,3,1,4.0815,3269.5259
B0020513,148.0398,27,335.4114,11.9369,3,24,10,3,1,6.9539,5216.2273
B0002044,112.745,16,2911.0591,18.2889,3,26,3,3,1,4.1273,3830.6093
B0005311,143.8323,5,2205.8924,3.8499,4,21,10,2,1,6.3589,4946.3761
B0017115,59.1194,9,1995.8917,18.5542,2,26,5,3,1,6.9124,2866.6761
B0000979,81.1488,1,906.383,8.0022,2,9,7,3,1,5.8017,3600.0655
B0003128,79.1471,23,2299.2858,5.333,3,26,9,4,1,5.6471,3551.4953
B0008327,57.1378,20,760.3603,12.6271,3,10,8,2,1,2.4091,2573.6524
B0010477,71.7944,17,2228.1327,23.1483,1,1,8,2,1,4.1076,2520.1094
B0014243,52.2367,2,1420.2372,3.39,2,25,14,4,1,3.6213,3236.8545
B0016632,98.393,0,1451.8289,7.8518,4,11,10,4,1,4.7246,4149.7325
B0017231,43.497,22,2898.2911,13.8888,1,20,10,3,1,5.9664,2037.8774
B0018908,138.4735,31,3773.0468,17.8934,4,5,8,3,0,4.5023,3735.8972
B0010182,151.2624,25,916.2616,5.3251,5,17,14,3,1,8.6,5296.6102
B0016113,119.0953,11,2458.4691,13.1923,4,7,8,4,1,6.5225,4232.743
B0002039,135.3052,18,1468.295,1.8256,4,6,11,3,1,5.6655,4801.6692
B0006738,83.6024,16,2664.4621,16.613,3,6,10,4,1,5.255,3237.4765
B0002429,40.3498,6,3326.0317,23.4856,1,15,5,4,1,6.0061,1869.2762
B0005834,131.9322,10,850.6476,7.262,4,1,8,2,0,6.2577,4748.449
B0018164,43.1184,8,1696.1835,22.2597,1,24,8,4,1,5.3281,2146.4192
B0021667,80.3833,23,2408.2325,10.9289,3,19,11,2,1,5.5726,3172.7668
B0020170,74.0666,20,523.3231,5.7791,2,25,11,3,1,5.2108,3712.0878
B0008455,78.0974,26,1597.3438,12.0456,2,15,7,2,1,5.6915,2884.5145
B0003397,107.0912,19,1091.7433,9.7413,2,12,10,2,1,4.8856,3914.6652
B0014508,143.012,3,937.7603,10.3214,4,6,10,4,0,6.6494,4942.9512
B0002695,79.7306,19,2264.9472,17.4445,2,21,4,4,1,6.1745,2956.5727
B0016163,100.4771,4,1019.0399,2.6163,3,9,15,4,0,5.4648,4369.7004
B0012095,124.0213,15,4484.3967,21.982,4,5,5,3,0,5.1683,3585.2041
B0011167,108.0131,6,3460.9933,20.1042,5,17,2,4,1,3.9104,3676.9362
B0007034,36.8557,25,1203.7119,6.5057,2,5,12,2,1,4.6588,2009.2511
B0016639,122.3342,8,2011.0043,7.269,4,12,12,3,1,6.2898,4626.9284
B0011156,50.8883,12,2192.6465,8.7517,1,19,8,4,1,5.6486,2734.3302
B0007111,43.1452,22,4068.0113,23.8713,1,17,2,3,1,2.9226,1607.7609
B0010204,108.4529,5,3190.3499,24.9326,4,21,5,4,1,5.1283,3796.0099
B0000629,120.77,15,412.9271,7.9648,3,4,10,2,0,5.0549,4586.0626
B0002299,62.8151,0,1256.1174,10.0713,1,28,13,3,1,6.4285,3525.649
B0009233,139.7851,6,1620.6539,4.8739,4,5,10,5,0,6.2041,5049.3862
B0018531,60.6763,31,1579.9355,15.4634,2,15,10,3,1,5.4494,2390.8873
B0016940,56.7652,26,3450.7293,21.4451,2,7,0,2,0,4.4846,1642.2547
B0006101,58.8327,14,2517.436,8.3567,1,26,9,4,1,6.3004,3006.8879
B0006764,68.8728,16,816.5996,5.4692,2,23,10,2,1,4.6668,3547.1654
B0015993,46.0491,2,2951.4034,14.6782,2,24,1,2,1,5.047,2285.8389
B0016723,140.8915,18,1685.4648,1.5495,4,10,14,1,1,4.4582,4635.5025
B0005950,78.9877,10,2606.1548,9.1468,2,21,9,3,1,8.2304,3626.4546
B0021765,100.6789,7,2162.86,9.4091,4,14,10,3,1,5.7144,4341.0579
B0002471,115.0572,32,120.0,3.7204,4,8,12,3,1,5.2774,4460.6527
B0012058,55.1518,3,203.2487,1.5159,2,7,10,2,1,4.407,3183.574
B0007199,139.2758,12,2998.9643,21.2295,4,16,3,3,1,5.0178,4146.2592
B0001720,50.0104,14,3420.7571,12.1563,1,24,7,4,1,7.0391,2548.873
B0013640,146.4007,12,2918.8703,14.9681,5,5,9,3,0,7.1676,4538.946
B0012685,59.1784,8,1904.479,10.334,3,12,11,4,1,4.404,3188.8346
B0019878,140.8248,23,2287.1487,13.2188,5,22,9,2,1,5.8248,4420.4247
B0004844,80.7132,20,2090.3264,16.255,3,7,7,2,0,6.9188,2962.1009
B0021345,127.2738,23,1169.9236,12.5843,5,13,9,2,0,7.341,4299.2225
B0006637,108.0167,11,1170.8809,6.8537,3,18,11,2,1,5.231,4361.4443
B0011316,137.365,13,2998.2769,13.785,3,13,10,4,1,7.1,4533.8585
B0004165,124.9612,24,120.0,1.8464,4,20,16,4,1,7.0873,5229.8541
B0002490,75.7714,28,2334.8171,11.5293,2,18,9,2,1,4.9235,2711.1638
B0011471,39.2567,19,939.5769,9.5035,2,24,8,2,1,5.2487,2230.6458
B0020068,120.6273,22,545.7228,5.1986,4,26,11,3,1,6.355,4988.1515
B0012678,66.2108,16,1784.3646,5.6036,2,23,14,5,1,4.006,3301.7509
B0008888,148.6422,5,2698.2798,15.2783,5,15,8,3,1,5.7585,4719.9133
B0015483,144.6235,3,1314.2768,18.8075,4,14,7,2,1,8.139,4611.7648
B0006268,120.7896,30,1771.945,13.0058,4,27,6,2,1,5.9827,3660.1249
B0018858,120.504,28,759.027,12.2557,4,10,14,3,0,5.4716,4193.5243
B0016904,90.9837,30,2627.4912,21.8929,3,8,7,1,1,5.5435,2866.5615
B0002844,36.8576,3,120.0,3.0635,1,4,14,4,0,5.3558,2843.6839
B0014496,73.0145,29,1619.3248,12.867,2,18,10,3,0,4.1538,2838.6694
B0011380,72.7093,27,713.8566,1.9075,2,1,11,2,0,4.3339,3037.1834
B0014673,41.3469,7,988.4483,4.0063,1,25,11,2,1,5.1185,2957.118
B0009031,93.2554,4,2683.2094,16.0075,3,19,7,4,1,6.2674,3625.5603
B0012335,144.9692,28,2799.1895,14.2382,5,16,4,4,0,8.6,4151.3558
B0009800,141.6109,5,587.7683,14.3844,4,12,6,1,0,6.2482,4572.121
B0015020,113.5554,11,1185.0349,8.5647,3,17,8,2,1,5.9636,4264.0676
B0007400,37.6844,0,332.9682,8.0057,1,5,11,4,1,5.7126,2757.6811
B0003193,38.1569,20,3683.4519,18.2335,1,7,3,4,1,5.4944,1532.0825
B0006681,106.7745,6,3512.573,16.469,3,21,6,4,1,6.5158,3968.7177
B0005783,109.0637,16,1009.6058,5.3907,4,3,7,3,0,5.8647,4324.6985
B0000427,35.6084,5,1731.6464,8.577,2,11,12,4,1,5.823,2509.1753
B0014516,132.4727,12,2064.1481,16.1076,4,12,4,3,1,5.8299,4185.7189
B0019349,148.9541,9,120.0,2.5382,5,15,13,4,0,6.4121,5905.9452
B0000020,102.3968,6,2460.6963,20.5738,3,14,5,3,1,5.7688,3813.2399
B0010218,135.975,29,283.912,13.5327,4,9,11,3,1,6.3225,4873.3789
B0021536,142.0421,25,1977.7392,15.9494,5,22,8,3,1,5.5081,4361.2969
B0009174,146.4583,23,2824.7496,20.3944,5,2,1,2,0,4.8046,3691.8027
B0001584,91.0009,2,2252.593,17.0456,4,8,5,4,0,5.7711,3338.2467
B0015669,120.976,3,1927.1478,6.9769,4,6,11,2,1,7.425,4429.1854
B0008628,109.8823,4,120.0,5.4544,4,5,12,3,1,5.556,4992.7985
B0012670,90.6485,18,4287.7499,24.593,2,9,0,1,1,7.4306,2759.9578
B0007344,132.2668,27,1411.8471,4.2005,4,24,14,1,1,7.9388,4600.2619
B0021920,52.1701,14,1791.5212,10.7413,2,16,8,4,1,6.4717,2633.4266
B0010473,96.7286,10,3564.7777,19.4381,3,27,2,2,1,4.5378,3517.7194
B0005236,119.2197,10,2531.3138,7.6932,5,23,11,4,1,4.9599,4451.0749
B0011159,154.5322,27,126.4233,2.3576,4,12,13,2,1,7.5968,5618.1862
B0003350,139.4695,15,1815.3496,17.861,5,18,8,3,1,5.3405,4463.0296
B0003451,139.4961,23,161.9711,5.1026,5,15,14,3,1,7.0729,5336.5539
B0004509,92.1036,28,4406.5765,20.4631,2,12,1,2,1,4.2201,2800.4665
B0011649,109.0691,15,2553.3123,13.3367,3,17,6,1,0,7.0498,3186.449
B0005146,100.8021,14,517.0612,5.3119,3,11,12,4,1,6.745,4616.1094
B0000566,51.4494,30,120.0,1.7463,2,2,12,2,0,4.7982,2494.1155
B0008238,122.4611,19,869.8239,9.9275,4,1,4,3,0,4.4842,4014.4712
B0012748,36.154,12,1536.3102,12.674,1,1,7,4,0,4.1839,2105.2442
B0002821,93.3863,27,999.183,4.7481,2,15,11,1,0,2.4,3461.1003
B0007138,127.4543,19,594.638,1.8419,3,4,13,3,0,6.0389,4667.0115
B0007501,131.8356,11,167.3547,8.4019,5,25,9,3,1,5.0026,5558.0316
B0014454,91.733,24,2224.6867,17.5102,3,21,9,2,1,3.608,3347.8585
B0010733,126.0663,15,446.708,4.0814,4,22,13,2,1,6.5458,4967.1948
B0019063,54.6528,1,2917.8673,13.5755,2,25,5,3,1,7.3447,2539.5143
B0013857,151.6573,7,2954.7892,17.156,4,17,7,5,1,6.2462,4587.7617
B0002330,69.9695,14,2459.1903,24.7919,1,18,1,1,1,4.5934,2311.614
B0002686,69.2015,3,2063.2958,1.7468,1,2,13,3,0,4.9072,3587.7707
B0020350,153.1024,7,3176.5748,22.451,5,25,4,3,1,5.9035,4584.859
B0011693,83.9762,0,284.0939,8.876,2,16,15,4,1,5.0969,4192.8046
B0002938,128.2026,10,2699.5478,24.6446,4,13,0,3,1,6.0523,4099.1831
B0000324,43.7091,14,773.1836,9.5587,1,16,11,3,1,4.9984,2470.6094
B0007942,83.685,2,1097.5084,10.4071,3,26,12,2,1,4.7601,3896.8854
B0000586,70.9456,1,2869.9924,24.7333,2,13,2,4,1,5.5739,2813.3645
B0000760,37.682,14,2376.7888,14.0876,1,19,9,4,1,4.718,2257.5612
B0017378,131.2559,23,1444.3248,3.1291,4,22,10,2,1,5.417,4466.4705
B0015960,125.1042,12,681.0165,11.3752,4,8,7,4,1,6.6625,4640.5865
B0005105,56.875,32,542.7923,4.6477,1,12,11,2,0,4.8316,2556.6769
B0017615,140.0842,19,1559.3988,10.6095,4,27,7,4,1,6.3418,4795.9252
B0019433,121.9196,8,1637.1926,17.6195,4,10,10,4,1,3.992,4272.7822
B0003441,97.7474,19,120.0,3.542,2,26,11,3,1,6.7071,4769.9043
B0008593,75.2932,1,3625.0173,24.9922,2,11,4,5,1,4.4503,2947.1466
B0010765,70.5786,29,2135.5054,6.4325,2,27,12,2,1,3.9743,2931.229
B0012657,131.5844,9,3806.3005,21.3363,4,27,0,3,1,7.3014,4128.434
B0001703,138.4386,24,4804.3383,21.2256,4,24,2,1,1,6.1749,3555.8929
B0022081,41.8401,29,312.4713,5.1148,1,9,15,4,1,5.2301,2330.7091
B0016268,134.1453,22,2941.0332,19.624,4,7,3,3,0,6.2277,3758.5504
B0007881,66.6406,22,2379.3862,13.9829,1,26,7,3,1,5.812,2607.2096
B0006526,154.9412,10,1358.9132,9.6918,5,3,10,3,0,6.5777,5128.5306
B0014680,132.1017,29,2976.6277,24.364,4,9,3,3,0,5.6431,3389.0145
B0021723,62.0507,30,4513.2127,22.5669,2,22,3,5,1,4.9513,2513.2084
B0011065,49.4206,30,3400.7869,20.5981,2,26,0,2,1,5.2304,1606.2872
B0018488,118.11,5,1613.8741,6.5747,3,20,8,4,1,7.6384,4709.8669
B0002796,59.8108,26,120.0,8.6159,1,6,9,1,0,4.8977,2681.9595
B0005863,144.7265,0,2184.1621,1.801,5,2,12,3,1,6.1017,4984.7942
B0020127,83.3583,5,879.3744,1.8981,2,23,14,2,1,5.2794,4265.033
B0020701,133.7089,23,1262.9061,5.4689,4,4,12,1,0,8.3268,4363.1148
B0012172,120.4923,8,825.6905,3.3538,3,5,11,2,0,7.5456,4542.2357
B0018956,68.4144,25,438.2057,2.0111,2,20,14,3,1,4.8825,3514.6365
B0004515,151.6565,15,3295.266,15.1499,3,21,4,2,1,6.9426,4402.414
B0012563,52.9569,29,120.0,6.6429,2,2,10,2,0,5.0387,2557.2081
B0011744,39.6681,24,3289.1306,18.5292,1,8,3,3,1,5.4278,1534.2354
B0017018,96.9141,8,2219.936,17.1882,2,6,6,3,1,5.1732,3400.772
B0006596,111.818,11,120.0,4.0647,4,11,12,3,0,6.1786,4872.9022
B0019676,149.4321,31,1756.903,23.6341,5,15,3,2,1,5.9519,3957.5657
B0022223,101.0196,30,483.4104,9.7407,3,22,6,1,1,5.1621,3646.821
B0004801,97.8457,19,4447.1413,22.6214,3,14,1,3,1,4.1795,2949.8008
B0012441,124.1929,9,2190.6086,12.1723,4,22,6,3,1,5.9641,4306.5562
B0002179,154.7004,18,120.0,2.2795,4,25,12,3,1,6.0677,6020.036
B0002071,92.2641,8,1685.1556,16.8033,2,25,9,4,1,3.0925,3976.203
B0008683,127.5301,26,1734.4283,1.8795,4,10,12,2,1,4.9159,4382.6512
B0008520,45.8807,28,1203.3863,2.7365,1,11,12,2,0,6.227,2266.0215
B0006100,62.0831,29,131.3977,5.1706,1,18,10,3,1,4.1299,2986.5588
B0002301,94.1317,16,837.535,5.4429,3,9,11,2,1,7.0119,4046.1669
B0019959,72.1324,16,775.2593,6.5768,3,20,12,3,1,4.6652,3658.9588
B0011202,99.6914,22,1646.696,3.9671,2,8,9,2,0,6.5476,3643.9452
B0017707,139.0987,16,1589.7051,16.9942,3,23,10,3,1,5.1816,4576.3571
B0006329,79.0495,28,120.0,6.5486,3,11,11,2,0,4.3826,3674.4241
B0000070,153.4554,16,3217.375,19.7525,4,26,3,3,1,4.5603,4337.2472
B0007620,102.2959,25,2799.3988,15.1527,3,19,5,2,1,4.7876,3329.6379
B0003322,101.9882,3,1715.7513,20.3492,3,8,7,4,1,5.2404,3911.0773
B0019901,127.3242,20,1172.3822,7.2216,3,9,11,3,0,5.5033,4119.7754
B0020939,81.3342,7,1787.5154,22.8864,2,2,9,2,0,3.6709,3027.5287
